item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
EID_MissusMind,Rhythm of Chaos,emote,uncommon,,Bleakest Bedlam,2,Remix,2024-11-02T17:09:31Z
EID_MistMylar,Spirit Strider,emote,uncommon,,Thousand Faces,6,1,2024-12-01T03:58:22Z
EID_MistRaven,Arcane Research,emote,uncommon,,Shadow Heroine,6,4,2025-06-07T19:01:48Z
EID_MobbedUp,Lush Life,emote,icon,Icon Series,,7,4,2026-08-31T00:00:00Z
EID_ModerateAmount_9LUN1,Wanna See Me,emote,icon,Icon Series,,2,5,2021-02-06T00:00:00Z
EID_ModernMix,Chandelier,emote,icon,Icon Series,,6,5,2025-09-26T00:00:00Z
EID_Monarch,Bracelets of Hephaestus,emote,dc,DC SERIES,Champion of Themyscira,2,7,2021-08-17T08:35:25Z
EID_MonteCarlo,Freemix,emote,rare,,,2,1,2020-01-29T14:34:58Z
EID_MonteKeyboard,Keyed Up,emote,rare,,,2,3,2020-06-17T08:48:17Z
EID_Moonwalking,Moon Bounce,emote,rare,,,1,X,2019-11-20T12:49:43Z
EID_MoosePorch,Fireworks Salvo,emote,marvel,MARVEL SERIES,War Machine,5,4,2024-08-17T06:38:59Z
EID_MopTwirl,Clean Up,emote,uncommon,,,6,6,2025-11-02T20:05:32Z
EID_MorningSoak,Alien Experiment,emote,uncommon,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
EID_MotorcycleMayhem,LIl' Wheelie,emote,rare,,,4,2,2023-04-11T10:06:45Z
EID_Mouse,Squeak!,emote,epic,,,3,4,2022-11-15T10:41:18Z
EID_MrMite,The Profiler ,emote,uncommon,,O.X.R. Elite,6,5,2025-08-26T08:18:15Z
EID_MuffinLadle_Gas,Dual Staff Slam,emote,starwars,Star Wars Series,The Prequel Trilogy,6,3,2025-05-16T08:50:37Z
EID_MusketSlinger,Dice Roll,emote,rare,,Maverick Mastermind,4,4,2023-08-25T17:49:31Z
EID_MustardRocket,TV Off,emote,icon,Icon Series,,6,3,2025-05-31T00:00:00Z
EID_MyEffort_BT5Z0,Leilt Elomr,emote,icon,Icon Series,,2,8,2021-10-01T00:00:00Z
EID_MyIdol,My Idol!,emote,uncommon,,,1,5,2019-11-20T12:49:43Z
EID_Mystic,Conjure Weapon,emote,marvel,MARVEL SERIES,Doctor Strange,3,2,2022-03-20T14:09:41Z
EID_NajaSpectacle,Dual Serpents,emote,icon,Icon Series,,7,1,2026-01-10T00:00:00Z
EID_Nebula,Taiko Drumbeat,emote,rare,,The Luminaries,4,2,2023-03-12T08:46:29Z
EID_NeedToGo,It's Go Time!,emote,rare,,,1,6,2019-11-20T12:49:42Z
EID_NeonCatSpy,Spin Out,emote,epic,,Catssassin,2,2,2020-04-29T06:13:35Z
EID_NeonDream,Bed Chem,emote,icon,Icon Series,,6,3,2025-05-29T10:14:16Z
EID_NerdStomp,GEEK TIMË,emote,icon,Icon Series,,6,2,2025-04-11T00:00:00Z
EID_NeverGonna,Never Gonna,emote,icon,Icon Series,,2,1,2020-02-15T00:00:04Z
EID_NeverGonnaRaisin,Never Gonna,emote,icon,Icon Series,,2,1,2020-03-31T06:11:29Z
EID_NewMoon,Midnight Sun,emote,icon,Icon Series,,7,4,2026-08-25T00:00:00Z
EID_NewsVan,Lil' News Van,emote,uncommon,,,6,4,2025-07-29T08:28:45Z
EID_Nighthawk,Titan Run: Rush,emote,rare,,Special Operations Squad,4,2,2023-04-11T08:00:00Z
EID_NightHawk_V2,Titan Run: Rampage,emote,rare,,Special Operations Squad,4,2,2023-04-11T08:00:00Z
EID_NightHawk_V3,Titan Run: Freestyle,emote,rare,,Special Operations Squad,4,2,2023-04-11T08:00:00Z
EID_Nightmare_MS3AQ,Bio-helmet Online,emote,legendary,,,2,5,2021-01-20T09:26:07Z
EID_Nightmare_NPC_M6EXP,null,emote,uncommon,,,,,2021-01-20T09:26:07Z
EID_Nimble,The Quick Style,emote,icon,Icon Series,,4,2,2023-03-31T00:00:00Z
EID_NitroFlow,Empress Fan Dance,emote,rare,,River Guard,4,2,2023-03-12T08:46:29Z
EID_Noble,Obi-Wan's Message,emote,starwars,Star Wars Series,Obi-Wan Kenobi,3,2,2022-05-20T22:12:46Z
EID_NobleCrusher,King's Stride,emote,uncommon,,Fort Knights,7,4,2026-09-03T15:24:18Z
EID_NodHeadPapayaComms,Nod Head,emote,uncommon,,,,,2020-04-29T06:13:35Z
EID_NoiseClueGust,6 Foot 7 Foot,emote,icon,Icon Series,Lil Wayne,7,4,2026-09-10T16:36:49Z
EID_NoiseClueLurch,Lollipop,emote,icon,Icon Series,Lil Wayne,7,4,2026-09-10T16:36:49Z
EID_Noodles_X6R9E,Chicken Wing It,emote,icon,Icon Series,,2,6,2021-03-20T00:00:00Z
EID_Nostalgic,Hear Me Now,emote,icon,Icon Series,,6,5,2025-08-22T00:00:00Z
EID_NotchGnarl,Quacking Up,emote,uncommon,,Looney Tunes,7,2,2026-03-24T16:00:55Z
EID_NotToday,Finger Wag,emote,uncommon,,,1,5,2019-11-20T12:49:42Z
EID_NPC_ByTheFire,Hey Now! FOR NPCs,emote,icon,Icon Series,,2,7,2021-08-17T08:35:25Z
EID_OathBound,Oathbound Duel,emote,uncommon,,,7,2,2026-04-01T08:41:08Z
EID_OathBound_Joiner,null,emote,uncommon,,,,,2026-04-01T08:41:08Z
EID_OathBound_Leader,null,emote,uncommon,,,,,2026-04-01T08:41:08Z
EID_OatmealSpread,Ball Control,emote,uncommon,,Fort Ballers,6,2,2025-04-24T20:49:07Z
EID_OatmealSpread_Golem,Nothing But Net,emote,uncommon,,Fort Ballers,6,2,2025-04-24T20:49:07Z
EID_OboeThorn,Lil' Mystery Machine,emote,uncommon,,Mystery Inc.,6,5,2025-10-10T14:25:13Z
EID_Obsidian,Azarath Metrion Zinthos!,emote,dc,DC SERIES,Teen Titans,2,6,2021-03-17T11:14:28Z
EID_Obstruct,Swag Shuffle,emote,icon,Icon Series,,5,2,2024-05-07T00:00:00Z
EID_OceanBreeze,Get Flakey,emote,icon,Icon Series,Flakes Power,,,2023-02-21T15:01:03Z
EID_Octopus,Slitherin',emote,rare,,,1,6,2019-11-20T12:49:42Z
EID_Office,Office Chariot,emote,rare,,,2,5,2021-03-02T10:19:28Z
EID_OG_RunningMan,Old School ,emote,rare,,,1,9,2019-11-20T12:49:42Z
EID_Ohana,U Can't C Me,emote,epic,,John Cena,3,3,2022-07-26T14:06:58Z
EID_OilPaint,Pay it Off,emote,rare,,,4,3,2023-06-28T00:00:00Z
EID_OliveStomp,SNIKT-ing Go Time,emote,marvel,MARVEL SERIES,Deadpool & Wolverine,5,3,2024-07-26T15:47:44Z
EID_Omega,In The End,emote,icon,Icon Series,Linkin Park,6,2,2025-03-28T00:00:00Z
EID_Omega_BassGuitar,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Drums,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Follower,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_LeadGuitar,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Rhythm,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Sync,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Sync_Follower,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_Omega_Sync_Leader,null,emote,uncommon,,,,,2025-03-28T00:06:44Z
EID_OneArmFloss,No Sweat,emote,rare,,Final Showdown,1,9,2019-11-20T12:49:43Z
EID_OneInchPunch,One-Inch Punch,emote,uncommon,,,6,1,2024-12-10T09:33:41Z
EID_OnTarget,Target,emote,uncommon,,,6,2,2025-03-11T08:32:47Z
EID_OnTheHook,On The Hook,emote,rare,,,1,5,2019-11-20T12:48:10Z
EID_Onward,It's a Go!,emote,uncommon,,,4,4,2023-08-25T17:49:31Z
EID_OrbitTeal_1XLAO,Targeting Computer Online,emote,starwars,Star Wars Series,Book of Boba Fett,3,1,2021-12-25T00:00:57Z
EID_OrderGuard,Cyclo Curl,emote,epic,,IO Inquest,3,2,2022-03-20T14:09:41Z
EID_Ordinary,Stoic,emote,icon,Icon Series,,5,2,2024-04-05T00:00:00Z
EID_Ordinary_AcousticGuitar,TBD,emote,rare,,,,,2024-04-05T02:56:57Z
EID_Ordinary_BassGuitar,TBD,emote,rare,,,,,2024-04-05T02:56:57Z
EID_Ordinary_Drums,TBD,emote,rare,,,,,2024-04-05T02:56:57Z
EID_Ordinary_RhythmGuitar,TBD,emote,rare,,,,,2024-04-05T02:56:57Z
EID_OriginPrisoner,Unchained,emote,legendary,,The Seven,3,2,2022-03-20T14:09:41Z
EID_OstrichSpin,B.R.U.T.A.L. Dab,emote,common,,,1,X,2019-11-20T12:49:42Z
EID_Outburst,Lo-fi Headbang,emote,icon,Icon Series,,5,3,2024-05-26T00:00:00Z
EID_OuterGarment,Go Primal,emote,epic,,Transformers,4,3,2023-06-12T21:47:52Z
EID_OutlineLove,Mother of Dragons,emote,uncommon,,Ice and Fire,7,2,2026-03-20T13:00:31Z
EID_OvenDrastic,Brick Chop,emote,uncommon,,LEGO NINJAGO®,7,1,2025-12-11T09:00:00Z
EID_OverUnder_K3T0G,Onda Onda,emote,icon,Icon Series,,2,6,2021-05-01T00:00:00Z
EID_OxideHoard,Dwight's Lil' Lead Car,emote,uncommon,,The Office,7,1,2026-01-23T15:03:51Z
EID_Oxytocin,XO (Only If You Say Yes),emote,icon,Icon Series,,6,2,2025-03-06T00:00:00Z
EID_OysterKnock,Fist Bump,emote,uncommon,,Big Hero 6,6,1,2024-12-01T03:58:22Z
EID_OysterKnock_Sync,null,emote,uncommon,,,,,2024-12-01T03:58:22Z
EID_OysterKnock_Sync_Follower,null,emote,uncommon,,,,,2024-12-01T03:58:22Z
EID_PacificSweater,The Bus Stop,emote,uncommon,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
EID_PacificSweater_Joiner,null,emote,uncommon,,,,,2026-01-09T09:35:34Z
EID_PacificSweater_Leader,null,emote,uncommon,,,,,2026-02-05T15:01:36Z
EID_PaddleHarp,Create and Destroy,emote,marvel,MARVEL SERIES,Luna Snow,7,1,2026-02-16T00:00:00Z
EID_Pages,Page-Turner,emote,uncommon,,,2,8,2021-09-28T08:28:21Z
EID_PaintedFaces,No Money,emote,icon,Icon Series,,6,5,2025-08-10T00:00:00Z
EID_PajamaSoar,Superfast Jellyfish,emote,icon,Icon Series,Gorillaz,6,5,2025-08-26T08:18:15Z
EID_Palpitation,Do Your Own Thing,emote,uncommon,,,7,1,2026-02-05T15:01:36Z
EID_PandaSpeak,Save The Bird,emote,uncommon,,Bob's Burgers,7,2,2026-05-07T13:01:12Z
EID_Panoramic,360,emote,icon,Icon Series,,6,2,2025-03-04T00:00:00Z
EID_ParadeLotus,Herc's Feats,emote,uncommon,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
EID_ParallelComic,Neighborly Hang,emote,marvel,MARVEL SERIES,Spider-Man,3,1,2021-12-08T05:10:57Z
EID_PartyJazzTwinkleToes,Tippy Tap,emote,rare,,,2,3,2020-06-17T08:48:17Z
EID_PartyJazzWigglyDance,Well rounded ,emote,rare,,,2,2,2020-03-17T11:00:47Z
EID_PartyJelly,Lil' Submarine,emote,uncommon,,Party Jelly,6,4,2025-06-18T09:06:01Z
EID_PastaSauce,Rain Check,emote,icon,Icon Series,Lady Gaga,5,1,2024-02-22T09:00:00Z
EID_PastelGlaze,All I Want For Christmas Is You,emote,icon,Icon Series,Mariah Carey,6,1,2024-12-20T19:10:21Z
EID_PatPat,Bear Hug,emote,uncommon,,,2,7,2021-08-03T11:17:43Z
EID_PatPat_Sync,null,emote,uncommon,,,,,2021-08-03T11:17:43Z
EID_PatPat_Sync_Follower,null,emote,uncommon,,,,,2021-08-03T11:17:43Z
EID_PatPat_Sync_Owned_Follower,null,emote,uncommon,,,,,2021-08-03T11:17:43Z
EID_PawJasmine,Drone Papped!,emote,uncommon,,Street Vision,6,4,2025-07-25T14:34:37Z
EID_Paws,Paws & Claws,emote,rare,,,2,2,2020-02-21T16:27:07Z
EID_PeacefulPoem,Battle Prep,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_PeacefulPoemCruise,Lil' Turtle Van,emote,rare,,TMNT,5,1,2024-02-22T11:00:40Z
EID_PeacefulPoem_Pumped,Battle Prep: Super,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_PeaceScarf,Doof's High Kicks,emote,uncommon,,Phineas and Ferb,7,2,2026-04-02T16:00:41Z
EID_PearlTaffyOpera,maggots for brains,emote,icon,Icon Series,Olivia Rodrigo,7,3,2026-06-25T12:03:20Z
EID_pearltaffyvista,good 4 u,emote,icon,Icon Series,Olivia Rodrigo,7,3,2026-06-25T12:03:20Z
EID_PearPencil,PPAP (Pen Pineapple Apple Pen),emote,icon,Icon Series,,6,5,2025-10-10T00:00:00Z
EID_PebbleScout,Lil' Kitty Cart,emote,uncommon,,Go Kat!,7,4,2026-08-21T15:01:57Z
EID_PebbleScout_Intro,null,emote,uncommon,,,,,2026-08-21T15:01:57Z
EID_PeelyBones,Xylo-bone,emote,epic,,Banana Bunch,2,1,2019-11-20T12:51:16Z
EID_PenguinWalk,Waddle Away,emote,uncommon,,,2,3,2020-06-17T08:48:17Z
EID_Perish,Spicy Start,emote,icon,Icon Series,,5,4,2024-09-29T00:00:00Z
EID_Phantom,BIRDS OF A FEATHER,emote,icon,Icon Series,,6,2,2025-04-25T00:00:00Z
EID_Phew,Phew!,emote,uncommon,,,2,2,2020-02-21T16:27:07Z
EID_PhoenixKick,Mali's Challenge,emote,uncommon,,Island Brawler XII,7,4,2026-08-21T15:01:57Z
EID_PhoenixKick_Follower,null,emote,uncommon,,,,,2026-08-21T15:01:57Z
EID_PhoenixKick_Intro,null,emote,uncommon,,,,,2026-08-21T15:01:57Z
EID_PhoenixKick_Leader,null,emote,uncommon,,,,,2026-08-21T15:01:57Z
EID_PhoneCharger,bad guy,emote,icon,Icon Series,Billie Eilish,5,2,2024-04-23T08:26:50Z
EID_PhoneWavePapayaComms,Phone Wave,emote,uncommon,,,,,2020-04-29T06:13:35Z
EID_Phonograph,Phono Follies,emote,uncommon,,,2,6,2021-03-17T11:14:28Z
EID_Photographer,Ollie Bounce,emote,epic,,,2,2,2020-02-21T16:27:07Z
EID_PickleStomp,Pickle Stomper,emote,uncommon,,,6,6,2025-11-02T20:05:32Z
EID_PiedPiper,Follow the Piper,emote,uncommon,,,6,3,2025-05-29T10:14:16Z
EID_PigeonChart,Fire Arrow,emote,uncommon,,Jujutsu Kaisen,6,1,2025-02-08T00:00:00Z
EID_PillowMill,Gwen-Step,emote,marvel,MARVEL SERIES,Gwenpool,5,4,2024-08-17T06:38:59Z
EID_PineTrimPack,Get Cooked,emote,icon,Icon Series,MrSavage,6,5,2025-09-23T15:31:36Z
EID_PineTrimPack_Follower,null,emote,uncommon,,,,,2025-09-23T15:31:36Z
EID_PineTrimPack_Leader,null,emote,uncommon,,,,,2025-09-23T15:31:36Z
EID_PineTrim_Crisp,Skill Scanner,emote,icon,Icon Series,MrSavage,6,5,2025-09-23T15:31:36Z
EID_PingPong,brokenhearted,emote,icon,Icon Series,,6,2,2025-04-08T00:00:00Z
EID_PinkSpike,OMG I LOVE IT,emote,uncommon,,"Lennox, IRL",3,4,2022-09-18T10:05:15Z
EID_PinkWidow,Shuriken Spinner,emote,uncommon,,Dropout Renegade,3,3,2022-06-05T10:02:17Z
EID_PintPiano,Battle Bus Time Machine,emote,uncommon,,Back to the Future,7,1,2025-12-24T00:00:00Z
EID_PiperShelf,Hellfire Dance,emote,marvel,MARVEL SERIES,Emma Frost,5,4,2024-08-17T06:38:59Z
EID_PirateGold,Boobytrapped,emote,epic,,,1,8,2019-11-20T12:49:43Z
EID_PiratePeak,Take the Wheel,emote,uncommon,,Everburning Sea,7,2,2026-04-01T08:41:08Z
EID_PixieParts,Guardian's Parade,emote,uncommon,,The New Seven,7,3,2026-06-06T03:03:15Z
EID_PixieParts_Intro,null,emote,uncommon,,,,,2026-06-06T03:03:15Z
EID_PizzaParty,Pitcycle,emote,rare,,Clutch Delivery,4,4,2023-08-25T17:49:31Z
EID_Pizzatime,Pizza Party ,emote,uncommon,,Pizza Pit,1,X,2019-11-20T12:49:43Z
EID_PlankCoverAge,Lil' Circuit Racer,emote,rare,,F1 Racers,6,6,2025-11-19T22:20:50Z
EID_PlantStand,Avatar's Flourish,emote,uncommon,,Avatar,5,2,2024-03-26T08:30:33Z
EID_PlasticFork,Nitro Fueled,emote,icon,Icon Series,Metallica,5,3,2024-06-13T08:00:00Z
EID_PlasticFork_Follower,null,emote,uncommon,,,,,2024-06-15T20:50:31Z
EID_PlasticFork_Owned,null,emote,uncommon,,,,,2024-06-15T20:50:31Z
EID_PlasticFork_Sync,null,emote,uncommon,,,,,2024-06-15T20:50:31Z
EID_PlasticFork_Sync_Follower,null,emote,uncommon,,,,,2024-06-15T20:50:31Z
EID_PlasticFork_Sync_Owned_Follower,null,emote,uncommon,,,,,2024-06-15T20:50:31Z
EID_PlatinumGrillz,Woke Up,emote,icon,Icon Series,,6,3,2025-05-17T00:00:00Z
EID_PlatypusBranch,Feel the Force,emote,starwars,Star Wars Series,Galactic Syndicate,6,3,2025-05-02T13:15:59Z
EID_PlayerEleven,Introducing...,emote,rare,,,2,3,2020-06-30T06:09:08Z
EID_PlayLoud,The Rakai Emote,emote,icon,Icon Series,,7,2,2026-05-23T00:00:00Z
EID_PleasedPunch,Over The Moon,emote,icon,Icon Series,,6,5,2025-09-18T13:08:36Z
EID_PleaseHelp,Beggin',emote,icon,Icon Series,,7,2,2026-05-09T00:00:00Z
EID_PlotTwist,Lil' Podracer,emote,starwars,Star Wars Series,The Prequel Trilogy,4,2,2023-05-02T12:59:13Z
EID_Plummet,The Dip,emote,icon,Icon Series,,3,3,2022-08-30T14:12:20Z
EID_PogoTraversal,Boing!,emote,epic,,,2,1,2019-11-20T12:49:42Z
EID_PointFingerPapayaComms,Point Finger,emote,uncommon,,,,,2020-04-29T06:13:35Z
EID_Polarity,Attraction,emote,icon,Icon Series,,6,1,2024-12-15T00:00:00Z
EID_PolarityWin,Synth Step,emote,uncommon,,Heroic Harmonizer,6,4,2025-06-07T19:01:48Z
EID_PolishedJade,Shamisen-sational,emote,uncommon,,Cursed Guardian,6,1,2024-12-01T03:58:22Z
EID_PolkaSkate,Wednesday's Dance,emote,uncommon,,Wednesday,6,5,2025-10-09T18:35:35Z
EID_PolkaSkate_Box,Concerto of Woe,emote,uncommon,,Wednesday,6,5,2025-10-09T18:35:35Z
EID_Pompous,Swagger Strut,emote,uncommon,,,4,3,2023-06-12T21:47:52Z
EID_Ponder,Deep Thought,emote,uncommon,,,4,3,2023-08-11T14:36:17Z
EID_PoolPolice,Safety First!,emote,uncommon,,,6,4,2025-06-18T09:06:01Z
EID_Popcorn,Popcorn,emote,rare,,,1,4,2019-11-20T12:49:42Z
EID_PopDance01,Star Power,emote,epic,,,1,4,2019-11-20T12:49:42Z
EID_PopLock,Pop Lock,emote,epic,,,1,4,2019-11-20T12:49:43Z
EID_Potassium,Nanner Ringer,emote,rare,,,5,1,2023-12-04T16:12:17Z
EID_PotteryWheel,Sentinel Squats,emote,marvel,MARVEL SERIES,X-Men,5,3,2024-08-10T00:00:00Z
EID_PoutyClap,Sad Claps,emote,uncommon,,,2,2,2020-02-21T16:27:07Z
EID_PowerFarmer,Tow Truck Surfer,emote,rare,,Future War,4,3,2023-07-29T05:32:56Z
EID_PrairieSkip,Make a Seat,emote,uncommon,,Nitro Ignition,5,3,2024-05-24T08:11:50Z
EID_PraiseStorm,Storm Salutation,emote,uncommon,,,1,3,2019-11-20T12:49:42Z
EID_PraiseTheTomato,Praise The Tomato,emote,rare,,,1,5,2019-11-20T12:49:42Z
EID_Prance,Jump Around,emote,icon,Icon Series,,3,3,2022-08-26T00:00:00Z
EID_Prance_Follower,Jump Around,emote,epic,,,3,3,2022-08-26T00:01:37Z
EID_PrawnTwine,"Eh, What's Up Doc?",emote,uncommon,,Looney Tunes,7,2,2026-03-19T06:29:28Z
EID_PrawnTwine_Intro,null,emote,uncommon,,,,,2026-03-19T06:29:28Z
EID_Precipitation,Puddle Hopper,emote,uncommon,,,5,2,2024-04-09T08:38:56Z
EID_Prelude,Coffin,emote,icon,Icon Series,,2,Remix,2024-11-17T00:00:00Z
EID_PresentOpening,Unwrapped,emote,uncommon,,,1,7,2019-11-20T12:49:42Z
EID_Princess,Feelin' Royal,emote,icon,Icon Series,,6,1,2025-02-12T00:00:00Z
EID_PrismGlee,Seat of Defeat,emote,uncommon,,Masters of the Universe,7,3,2026-06-06T13:01:18Z
EID_PrivateJet,"Lock, Shock and Barrel's Tub",emote,rare,,The Pumpkin King,4,4,2023-10-24T00:00:00Z
EID_PrizeTray,HOYEAH!,emote,uncommon,,King of the Hill,7,2,2026-05-07T13:01:12Z
EID_ProfessorPup,Go Cat Go,emote,epic,,,2,3,2020-06-17T08:48:17Z
EID_Promenade,Bust a Move,emote,icon,Icon Series,,4,4,2023-09-07T00:00:00Z
EID_Promenade_Follower,null,emote,uncommon,,,,,2023-09-07T04:23:16Z
EID_Promenade_Sync,null,emote,uncommon,,,,,2023-09-07T04:23:16Z
EID_ProngCling,Mathematical Fist Bump,emote,uncommon,,Adventure Time,7,1,2026-02-28T00:00:05Z
EID_ProngCling_Joiner,null,emote,uncommon,,,7,1,2026-02-28T00:00:05Z
EID_ProngCling_Leader,null,emote,uncommon,,,7,1,2026-02-28T00:00:05Z
EID_Prosper,Perfect Score,emote,icon,Icon Series,,5,1,2024-01-28T00:00:00Z
EID_ProVisitorProtest,Welcome!,emote,uncommon,,,1,X,2019-11-20T12:49:43Z
EID_PsychicReader,Mind Reader,emote,icon,Icon Series,,7,1,2025-12-05T00:00:00Z
EID_Psychic_7SO2Z,Gangnam Style,emote,icon,Icon Series,,2,5,2021-01-28T22:28:43Z
EID_Pump,Pumpernickel,emote,rare,,,1,5,2019-11-20T12:48:10Z
EID_PumpkinDance,Pump It Up,emote,rare,,,2,1,2019-11-20T12:51:19Z
EID_Punctual,Pump Me Up,emote,icon,Icon Series,,3,4,2022-10-14T00:00:00Z
EID_PunkKoi,Hand-Forged,emote,epic,,Hagiri,2,8,2021-09-13T06:55:38Z
EID_Pupil,Full Googly,emote,uncommon,,,4,3,2023-06-12T21:47:52Z
EID_PureCereal,Knife Cleaner,emote,uncommon,,Ghost Face,6,5,2025-10-10T14:25:13Z
EID_PureSalt,Pure Salt,emote,rare,,,1,2,2019-11-20T12:49:42Z
EID_PuzzleBox,Amazing Cube,emote,uncommon,,,2,6,2021-03-17T11:14:28Z
EID_PuzzleShed,Jake Bug Dance,emote,uncommon,,Adventure Time,6,2,2025-04-10T14:02:44Z
EID_PuzzleShed_Sync,null,emote,uncommon,,,,,2025-04-10T14:02:44Z
EID_PuzzleShed_Sync_BakerStep_Follower,null,emote,uncommon,,,,,2025-04-08T08:41:18Z
EID_PuzzleShed_Sync_Follower,null,emote,uncommon,,,,,2025-04-10T14:02:44Z
EID_PuzzleShed_Sync_Owned,null,emote,uncommon,,,,,2025-04-10T14:02:44Z
EID_PuzzleShed_Sync_Owned_Follower,null,emote,uncommon,,,,,2025-04-10T14:02:44Z
EID_QuailWink,Zoey's Thumbs Up,emote,icon,Icon Series,KPop Demon Hunters,6,5,2025-10-02T08:00:00Z
EID_Quantity_39X5D,Hit It,emote,icon,Icon Series,,2,6,2021-04-17T00:00:00Z
EID_QuarrelFemale_4ABL0,Cannon Spike,emote,gaminglegends,Gaming Legends Series,Street Fighter,2,7,2021-08-04T12:05:53Z
EID_QuarrelMale_SGVNE,Flash Kick,emote,gaminglegends,Gaming Legends Series,Street Fighter,2,7,2021-08-04T12:05:53Z
EID_QuarterClaspJoin,Go Live,emote,icon,Icon Series,Typical Gamer,7,2,2026-05-24T21:01:00Z
EID_QuarterClaspZoom,Random Challenge,emote,icon,Icon Series,Typical Gamer,7,2,2026-05-24T21:01:00Z
EID_QuatroAir,Fear,emote,icon,Icon Series,,7,2,2026-04-19T00:00:00Z
EID_QueenTruth,Squishee Boarding,emote,uncommon,,The Simpsons,6,6,2025-11-02T00:00:00Z
EID_QuicheLorraineCrisp,Slurp the Internet,emote,icon,Icon Series,Kim Kardashian,7,1,2025-12-12T10:05:30Z
EID_QuicheLorraineLime,Diamond Drop,emote,icon,Icon Series,Kim Kardashian,7,1,2025-12-12T10:05:30Z
EID_QuickBurst,Wasteland Rock,emote,uncommon,,Badlands Scavenger,5,3,2024-05-24T08:11:50Z
EID_QuickBurst_Drums,TBD,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_Follower,null,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_GuitarFlame,TBD,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_GuitarSparks,TBD,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_Owned,null,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_Speakers,TBD,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_Sync,null,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickBurst_Sync_Owned_Follower,null,emote,uncommon,,,,,2024-05-24T08:11:50Z
EID_QuickFlexes,Rocket Reflex,emote,uncommon,,,6,4,2025-07-15T08:18:07Z
EID_QuickSweeper,Jamboree,emote,rare,,,1,7,2019-11-20T12:49:42Z
EID_QuietPeanuts_Blue,Ninja Stance: Leo,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_QuietPeanuts_Pizza,Ninja Stance: Mikey,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_QuietPeanuts_Purple,Ninja Stance: Donnie,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_QuietPeanuts_Red,Ninja Stance: Raph,emote,rare,,TMNT,5,1,2024-02-08T07:29:35Z
EID_QuirkLuster,S-Rank Scent,emote,gaminglegends,Gaming Legends Series,Solo Leveling:ARISE,7,1,2026-02-19T10:00:25Z
EID_RaceStart,On Your Mark...,emote,uncommon,,,2,3,2020-09-23T08:28:55Z
EID_RadioPaca,Turn the Tables,emote,uncommon,,Twin Turntables,6,5,2025-10-02T12:10:53Z
EID_RadiumFox,Codsworth's Cleanup,emote,gaminglegends,Gaming Legends Series,Brotherhood of Steel,5,3,2024-05-24T08:11:50Z
EID_RageQuit,Rage Quit,emote,uncommon,,,1,X,2019-11-20T12:49:42Z
EID_RainbowRaid,To Valhalla!,emote,uncommon,,,7,2,2026-04-16T08:20:44Z
EID_RainbowRaid_Follower1,null,emote,uncommon,,,,,2026-04-16T08:20:44Z
EID_RainbowRaid_Follower2,null,emote,uncommon,,,,,2026-04-16T08:20:44Z
EID_RainbowRaid_Follower3,null,emote,uncommon,,,,,2026-04-16T08:20:44Z
EID_RaiseTheRoof,Raise The Roof,emote,uncommon,,,2,1,2020-01-15T09:35:51Z
EID_RaisinHunt,Prepare for Battle,emote,uncommon,,Rambo,7,3,2026-06-18T13:01:07Z
EID_RampCanal,Shadow Summoner,emote,gaminglegends,Gaming Legends Series,Solo Leveling:ARISE,7,1,2026-02-19T09:26:27Z
EID_RankedProgression,Burn Bright,emote,uncommon,,,4,2,2023-05-21T09:32:09Z
EID_Rascals,Roll Call,emote,icon,Icon Series,,6,2,2025-04-28T00:00:00Z
EID_RealCrown,Ranker's Flourish,emote,uncommon,,,6,2,2025-04-08T08:41:18Z
EID_Realm,Imperial March,emote,starwars,Star Wars Series,Darth Vader,3,3,2022-06-05T10:02:17Z
